AUTHORITARIANISM,SOCIALDOM,CRTScore3,CONSPIRACY,PARANOIA,CLOC,POLOC,ILOC,TRUSTState,ALT,Uk$Agreeableness,Uk$Conscientiousness,Uk$Neuroticism,Uk$Openness,Uk$Extraversion,Uk$MIGRANT1,Uk$MIGRANT2,Uk$COVID_Infected_Self_Binary,Uk$COVID_Infected_Rel_Binary,Uk$VAX,Uk$Sex,Uk$Employ_Binary,Uk$Education_Binary,Uk$TRUST6,Uk$TRUST7
24,20,0,55,25,21,9,9,25,45,6,10,2,6,6,10,10,0,0,1,1,1,1,5,5
27,27,0,20,14,10,13,10,16,33,6,8,6,9,6,8,8,0,0,1,1,1,1,4,4
23,34,1,33,14,12,14,10,9,25,7,8,6,6,5,7,7,0,0,0,0,1,1,3,3
48,12,1,44,5,8,15,8,10,34,9,9,3,8,6,10,10,0,0,1,0,1,1,4,4
22,32,2,26,15,15,13,13,21,38,7,6,8,9,8,6,6,0,0,1,0,1,1,5,5
26,43,3,32,9,8,18,11,14,22,6,8,4,4,4,5,3,0,0,1,1,1,1,4,4
35,10,0,37,13,16,15,12,13,25,7,6,8,7,7,7,5,1,0,0,1,1,1,4,5
36,21,0,35,19,13,6,11,5,9,8,9,8,7,5,1,1,0,0,1,1,0,1,4,4
27,19,0,29,16,12,12,10,15,35,6,7,7,7,5,6,7,1,0,1,0,1,1,3,4
23,8,0,36,8,11,13,12,11,44,9,7,10,10,8,6,8,0,1,1,1,1,1,3,4
29,18,1,48,12,15,11,11,12,35,6,8,4,8,6,4,3,0,0,0,0,0,1,4,5
24,34,0,34,15,9,12,11,18,28,8,8,7,8,6,6,5,0,0,0,1,1,1,3,5
34,8,0,32,6,19,9,11,13,38,10,9,9,6,3,8,10,0,0,1,1,1,1,4,4
33,13,2,36,5,12,12,9,12,18,4,4,6,7,6,5,10,0,0,1,0,1,1,5,5
36,22,0,44,18,17,13,10,9,25,6,9,7,6,4,2,2,0,1,0,1,1,1,4,4
30,13,0,43,8,7,18,11,15,36,9,10,7,7,7,8,2,0,0,1,0,1,1,4,4
34,32,0,45,10,10,14,14,8,30,8,9,7,8,7,9,7,0,0,0,0,1,1,3,3
30,32,1,38,14,12,12,12,14,15,5,4,4,3,3,1,1,0,0,1,1,0,1,3,3
23,34,0,32,16,12,12,12,12,12,7,6,6,6,5,1,5,0,0,0,1,1,1,3,3
32,28,1,21,8,9,10,9,21,34,9,9,4,5,3,10,10,0,0,1,1,1,1,5,5
46,10,3,28,7,13,18,11,15,33,8,10,7,9,5,9,9,0,0,0,1,1,1,4,5
33,24,2,39,13,12,12,13,12,27,4,9,4,6,5,7,5,0,1,1,1,1,1,4,4
28,17,2,45,9,12,14,11,18,23,7,10,5,7,5,5,5,0,0,1,0,0,1,5,4
30,32,1,36,18,11,11,12,12,35,5,7,6,6,4,8,8,0,0,0,1,1,1,3,4
39,15,0,36,20,18,9,11,12,39,7,7,9,9,6,2,8,0,0,1,0,1,1,4,5
36,20,3,18,12,12,15,11,19,27,7,6,8,7,6,7,9,0,0,1,1,1,1,4,5
32,21,1,49,10,11,14,9,15,18,6,9,4,5,6,7,6,0,0,0,0,1,1,4,4
26,17,1,24,11,12,16,8,12,16,9,9,3,6,5,3,5,0,0,0,0,0,1,4,4
28,30,0,30,15,12,12,12,11,27,8,6,6,6,4,2,2,0,0,1,0,1,1,4,4
30,32,0,30,15,12,12,12,7,27,8,8,5,6,7,5,5,0,0,1,0,0,1,3,3
33,16,3,28,9,9,16,9,19,27,6,8,4,4,3,8,9,0,0,1,0,0,1,4,4
29,37,2,37,6,17,14,11,13,36,6,10,3,4,7,7,6,1,0,1,1,1,1,4,4
24,24,0,30,5,6,15,9,22,27,8,8,4,6,7,8,6,0,0,1,1,1,1,5,5
42,9,1,37,6,10,15,13,12,28,6,9,6,6,6,10,10,0,0,1,1,1,1,4,5
37,32,3,37,18,15,13,13,8,29,7,9,6,9,6,3,3,0,0,0,1,1,1,3,4
22,17,1,24,15,11,14,12,14,28,6,8,4,6,5,6,6,0,0,0,1,1,1,4,3
27,28,3,35,7,13,14,12,14,24,7,9,9,4,4,5,5,0,1,0,0,1,1,4,4
22,37,2,44,7,11,14,9,10,27,8,10,5,7,6,5,3,0,0,0,0,0,1,3,2
30,32,2,40,20,15,11,11,10,18,6,6,6,6,4,7,7,0,0,1,0,1,1,2,2
28,21,0,30,17,15,12,16,15,27,4,9,4,9,6,8,8,0,1,1,1,1,1,3,3
25,9,0,28,9,13,16,11,11,34,6,9,9,6,6,3,7,0,0,1,1,1,1,1,1
24,28,0,31,22,15,10,9,18,40,8,10,8,4,4,7,5,0,0,1,1,1,1,5,3
14,21,1,32,10,13,12,11,15,29,7,5,4,4,4,4,4,0,0,0,0,1,1,3,4
30,31,0,55,15,12,12,12,19,44,6,6,6,6,6,5,10,0,0,1,1,1,1,4,4
28,36,1,23,14,10,15,12,19,28,5,6,7,7,6,4,4,0,0,0,1,1,1,4,3
26,22,2,33,8,5,15,11,10,38,10,10,2,5,7,8,7,0,0,1,1,1,1,1,1
24,26,0,41,16,13,11,11,10,24,7,7,8,5,4,3,2,0,0,1,1,0,0,3,3
12,27,2,49,5,17,15,14,7,19,6,7,8,8,6,1,1,0,0,1,1,1,1,1,3
25,30,2,38,5,11,15,8,21,21,5,4,3,5,4,8,9,0,0,1,1,1,1,5,5
35,22,1,47,17,12,11,11,7,35,10,8,2,10,8,6,5,0,0,0,0,1,1,2,2
31,15,2,36,15,16,11,11,12,29,6,6,6,7,4,6,5,1,0,0,1,0,1,3,3
34,10,0,34,13,15,12,9,20,39,8,9,8,7,4,9,10,0,0,1,0,1,1,5,5
28,25,1,35,15,13,15,11,14,36,7,8,8,8,6,9,8,0,0,1,1,1,1,4,5
31,20,2,19,8,6,16,11,15,29,7,8,4,6,5,8,7,0,0,1,1,1,1,3,3
29,27,0,35,12,12,13,10,17,30,9,8,4,6,5,7,7,0,0,0,0,1,1,4,4
35,16,2,38,13,11,16,10,16,27,7,6,3,4,4,8,8,0,0,1,1,1,1,4,5
23,11,1,41,15,13,13,10,10,28,8,6,10,8,6,3,5,0,0,0,0,0,1,3,3
30,22,0,48,15,12,12,12,10,31,7,7,6,6,6,5,5,0,0,1,0,1,1,2,4
25,25,0,37,12,10,13,10,15,34,5,7,6,9,7,6,7,1,0,1,0,1,1,4,2
28,30,0,26,5,6,15,10,17,45,9,10,4,8,7,8,8,0,0,1,0,1,1,4,5
29,19,0,34,13,14,12,10,13,31,9,5,8,8,9,6,6,0,0,1,0,1,1,4,4
44,11,0,42,14,13,12,12,8,36,6,6,8,9,6,9,10,0,0,1,1,0,1,3,4
30,32,3,30,10,9,13,13,20,36,6,6,6,6,6,10,10,0,0,0,1,1,1,4,4
33,32,1,36,11,12,12,12,5,27,9,8,2,8,6,5,5,0,0,1,1,1,1,1,1
26,14,0,31,10,14,13,11,13,34,7,8,6,6,5,8,8,0,0,1,0,1,1,4,4
22,22,0,37,18,12,18,11,13,18,7,4,10,5,2,7,8,0,0,1,1,0,1,4,4
29,30,0,36,16,14,10,10,20,34,6,7,6,7,5,4,4,0,0,1,1,1,1,4,4
37,11,1,49,16,9,12,11,12,32,6,8,4,2,3,7,7,0,0,0,0,1,1,4,4
25,19,0,35,5,10,14,12,21,29,10,6,5,8,5,8,8,0,0,0,0,0,1,4,5
29,40,1,31,11,13,16,11,16,28,6,9,8,5,3,4,3,0,0,1,0,1,1,4,5
23,30,1,51,22,13,10,15,7,34,7,10,10,8,4,1,3,0,0,0,1,1,1,2,2
24,29,0,38,16,13,16,11,16,30,9,9,8,3,4,3,1,0,0,1,0,0,1,3,5
30,32,0,42,10,9,13,13,5,45,5,5,7,8,7,10,10,0,1,0,1,1,1,1,1
34,9,2,46,14,11,11,13,6,22,7,7,6,6,6,6,6,0,0,1,1,1,1,4,4
18,24,0,48,5,14,11,10,15,39,10,10,5,7,8,5,4,0,0,1,0,1,1,4,5
32,27,0,30,7,16,19,9,8,35,6,10,3,6,5,1,9,0,0,0,0,1,1,2,1
34,17,2,43,6,12,13,11,15,36,6,7,2,5,4,7,7,0,0,1,1,1,1,5,5
31,23,0,54,16,16,10,9,17,31,6,10,2,4,4,5,5,0,0,1,0,1,0,5,5
28,28,0,45,7,12,16,10,13,27,6,6,7,9,7,5,7,0,0,1,1,1,1,4,4
32,32,0,30,15,12,12,12,18,22,6,5,6,7,7,6,5,0,0,0,0,1,1,3,4
30,44,0,43,15,14,13,8,21,40,7,7,3,7,7,4,4,0,0,1,1,1,1,5,5
32,22,0,34,18,13,8,14,12,26,5,9,3,8,7,3,1,0,0,0,0,1,1,3,4
21,14,0,36,12,16,14,13,17,33,6,6,8,7,6,6,7,0,0,1,0,1,1,4,4
42,18,2,32,11,13,10,13,16,23,6,7,9,6,4,9,8,0,0,1,1,1,1,4,4
36,28,0,38,12,12,13,11,9,18,8,7,3,8,8,8,8,0,0,0,1,1,1,4,4
40,9,0,29,11,12,12,12,7,45,8,7,4,8,7,10,10,0,0,1,1,1,1,5,5
18,47,2,38,9,3,15,11,16,10,6,10,3,8,10,5,1,0,0,1,0,1,1,5,4
23,14,1,41,20,18,13,13,10,31,4,10,7,5,7,4,6,0,0,1,0,1,1,1,2
27,31,3,26,5,3,15,9,15,13,3,10,6,8,5,6,4,0,0,1,0,1,1,4,4
21,23,0,31,17,12,12,13,19,28,5,8,5,5,5,3,3,0,0,0,0,1,1,4,5
24,37,0,36,11,14,11,7,11,28,7,6,3,5,3,7,4,0,0,0,1,1,1,5,5
25,43,0,50,10,6,18,4,17,24,6,10,3,6,7,6,6,0,1,1,0,1,1,4,4
41,9,1,23,6,15,20,17,6,40,10,7,3,4,4,6,5,0,0,1,1,1,1,3,4
40,13,2,39,10,11,16,12,14,32,7,5,9,9,5,9,9,0,0,1,0,1,1,5,5
20,18,0,45,17,13,13,8,23,39,8,9,7,7,5,1,1,0,0,1,1,1,0,4,5
33,17,1,33,7,13,12,10,14,27,10,10,4,9,7,9,8,0,0,1,1,0,1,4,4
32,40,0,55,6,4,14,15,11,13,5,5,7,6,9,2,1,0,0,0,1,1,1,3,4
31,34,0,43,12,11,14,10,20,43,4,6,5,7,8,10,10,0,1,0,1,1,1,4,4
26,27,1,25,12,11,15,9,13,30,2,7,4,5,6,6,8,0,1,0,1,1,1,2,1
32,36,3,34,15,12,12,12,13,29,4,6,7,6,6,8,7,0,0,1,1,1,1,3,3
23,25,0,25,11,13,10,9,15,37,8,9,4,6,4,4,6,0,0,1,0,0,1,4,4
23,14,1,34,10,10,13,11,18,45,6,8,4,8,6,7,5,0,0,1,1,1,1,4,5
28,16,0,33,7,7,15,10,5,34,6,9,8,6,4,8,8,0,0,1,1,1,1,1,1
28,34,3,30,6,9,14,10,10,21,7,9,3,7,5,5,4,0,0,0,1,1,1,4,4
38,26,0,44,7,12,12,11,12,29,7,5,6,6,3,9,8,0,0,1,0,1,0,2,2
34,13,3,27,5,9,16,11,9,25,10,7,4,9,5,6,5,0,0,1,1,1,1,3,4
24,24,0,43,19,14,11,12,12,29,7,5,7,6,3,5,6,0,0,1,0,1,1,3,5
24,11,0,45,18,3,15,15,10,45,10,10,6,8,6,5,5,0,0,1,0,0,1,5,5
25,25,2,42,6,15,9,12,15,32,8,10,3,7,6,4,6,0,0,1,1,0,1,3,4
35,26,2,40,12,11,17,11,12,32,4,9,5,8,6,7,8,0,0,1,1,1,1,4,4
23,21,0,30,7,6,18,12,14,27,9,9,4,6,5,6,6,0,0,0,0,0,0,5,5
21,14,3,45,12,12,16,15,11,40,6,7,9,9,6,4,5,0,0,1,0,0,1,4,5
31,29,0,45,10,10,12,9,13,40,9,7,5,6,4,1,2,0,0,1,1,1,1,4,5
24,12,0,50,14,14,13,11,7,40,8,7,7,8,6,2,8,0,0,1,0,1,1,2,3
20,16,0,31,7,14,12,12,15,39,9,9,5,8,7,5,8,0,0,1,0,1,1,5,5
24,24,0,34,12,7,15,12,11,23,8,9,6,7,5,10,10,0,1,0,0,1,1,4,5
30,32,0,30,21,12,12,12,15,27,10,10,10,6,2,5,5,0,0,0,0,0,1,3,3
40,10,1,19,10,6,15,9,19,35,8,7,5,4,4,9,9,0,0,0,1,1,1,5,5
30,13,2,32,10,11,14,13,11,27,6,8,4,9,7,10,10,0,0,1,0,1,1,4,4
33,8,1,47,13,15,14,13,13,36,6,8,6,7,5,6,6,0,0,1,1,0,1,3,4
25,22,1,45,7,15,15,15,9,24,8,10,5,10,6,1,1,0,0,0,1,0,1,2,2
36,25,1,48,11,16,10,9,11,24,8,6,6,4,5,8,8,0,0,0,1,1,1,4,5
26,31,0,43,20,18,10,16,11,27,10,10,9,9,6,7,7,0,0,1,0,0,1,3,4
31,28,3,30,5,7,16,10,13,44,10,10,2,4,6,8,5,0,0,1,1,1,1,4,5
27,16,2,19,5,11,19,8,19,38,7,8,3,10,9,8,8,0,0,0,0,0,1,5,5
15,34,0,32,7,4,15,10,9,30,7,6,5,8,6,4,1,0,0,0,0,1,1,2,4
24,30,0,36,15,12,15,10,14,28,3,8,10,10,7,5,4,0,0,0,0,1,1,3,3
45,8,3,43,10,12,12,12,5,13,6,4,3,8,8,10,10,0,0,1,1,1,1,1,1
16,40,0,53,13,12,9,15,7,18,7,9,4,5,6,7,5,0,0,1,0,1,1,3,3
26,32,0,30,14,13,15,11,18,23,7,7,7,9,8,6,3,0,0,1,0,1,1,3,5
35,20,1,38,13,9,15,11,15,43,6,8,6,9,7,5,4,1,1,1,0,1,1,4,4
13,32,0,30,20,18,10,10,11,25,6,6,6,6,6,9,9,0,0,0,0,1,1,3,1
39,19,2,34,7,7,15,12,20,45,8,5,5,7,4,9,9,0,0,1,0,1,1,4,4
18,20,1,36,5,10,11,10,19,31,8,9,5,7,7,6,2,0,0,1,1,1,1,4,5
19,23,3,31,13,13,16,9,10,38,5,8,8,6,6,7,7,0,0,1,1,1,1,2,2
39,17,2,39,5,12,15,10,13,28,6,9,2,8,7,9,9,0,0,0,0,1,1,4,4
30,17,0,36,15,12,12,12,9,26,6,6,6,6,6,7,5,0,0,0,1,1,1,3,3
34,19,0,40,5,10,15,13,15,41,9,10,6,7,6,7,3,0,0,1,0,1,1,2,4
20,30,2,31,10,14,16,12,8,36,6,5,9,6,8,5,3,0,0,1,1,0,1,5,5
34,8,0,43,10,11,17,11,10,36,9,6,8,7,5,8,8,0,0,1,0,1,1,3,4
15,32,1,37,17,17,9,12,17,27,6,7,10,6,3,2,2,0,0,1,0,1,1,5,5
15,29,0,46,19,14,12,13,13,27,7,7,10,6,2,2,1,0,0,0,0,1,0,3,4
28,27,0,51,8,17,11,10,20,44,10,7,7,10,6,8,6,0,0,1,0,1,0,3,3
30,31,0,15,18,12,10,10,10,27,6,6,6,6,6,7,5,0,0,1,1,1,1,2,2
24,29,1,38,13,13,13,11,14,31,4,10,5,8,8,7,7,0,0,0,0,1,1,4,5
21,23,3,31,12,8,15,10,14,25,8,10,6,10,7,6,3,0,0,1,1,1,1,4,5
30,32,0,30,6,12,12,12,10,18,6,6,6,6,6,5,5,0,0,0,1,0,1,2,2
39,34,2,24,10,9,16,11,10,14,5,9,6,8,6,10,10,0,0,0,1,1,1,3,3
22,32,0,34,11,10,16,10,10,23,8,5,4,6,7,3,3,0,0,0,0,1,1,4,4
29,16,0,39,5,10,15,8,9,37,10,10,2,5,6,1,1,0,1,1,0,1,1,5,5
43,8,2,43,5,10,15,10,12,35,10,9,4,10,7,10,10,1,1,1,0,1,1,4,4
24,10,0,55,13,10,12,10,20,36,7,7,4,4,3,7,8,0,0,0,0,0,1,5,5
21,36,1,50,12,17,13,10,22,22,4,6,7,8,8,8,1,0,0,0,0,0,1,5,5
23,13,0,31,6,12,18,11,17,40,8,8,8,8,7,6,3,0,0,1,0,0,1,5,5
34,20,1,21,5,8,15,12,16,36,10,8,2,6,6,7,7,0,0,1,0,1,1,4,5
21,12,0,47,12,6,16,13,15,31,8,6,5,3,3,5,2,0,0,1,1,1,1,4,4
23,14,0,46,8,10,13,14,9,36,7,10,4,6,4,8,9,0,0,1,0,1,1,4,3
33,17,3,36,14,12,16,10,15,36,7,7,4,6,7,6,5,0,0,1,0,0,1,4,4
36,18,2,40,8,8,11,11,11,36,9,7,2,5,7,8,9,0,0,1,1,1,1,3,4
31,18,2,36,5,11,13,9,20,44,7,10,3,7,7,8,8,0,0,1,0,1,1,5,5
37,14,1,37,20,18,11,10,12,36,6,10,7,4,7,10,10,0,0,0,0,1,1,4,4
20,17,0,43,14,11,13,12,10,27,4,9,8,3,4,6,5,0,0,0,0,1,1,3,3
25,26,2,8,9,14,13,10,18,27,9,8,3,2,3,8,7,0,0,1,0,1,1,5,5
36,16,0,40,9,13,12,11,17,34,7,6,5,10,9,9,9,0,0,1,1,1,1,4,5
28,9,0,36,9,9,14,8,15,24,9,6,8,8,6,7,6,0,0,1,0,1,1,5,5
25,20,0,39,10,6,14,10,17,34,6,6,4,7,7,8,4,0,0,1,0,1,1,4,4
22,24,0,48,13,7,11,16,7,26,7,9,5,6,5,2,2,0,1,0,1,0,1,2,2
29,24,1,34,10,13,12,12,14,32,8,10,5,6,5,4,4,0,0,0,0,0,1,4,4
35,15,3,49,16,14,13,13,15,22,8,9,5,8,6,7,7,0,0,1,1,1,1,3,4
24,21,2,34,8,6,14,10,11,34,8,8,3,6,6,6,4,0,0,1,1,1,1,5,5
29,30,0,41,22,18,12,9,8,38,6,7,7,5,3,8,9,0,1,0,1,1,1,2,2
32,13,0,42,10,9,16,11,14,45,8,8,3,9,6,8,8,0,0,1,0,1,1,4,5
35,17,2,26,8,12,14,14,19,41,8,8,9,9,6,8,9,0,0,1,1,1,1,5,5
30,22,2,41,11,11,14,11,14,31,7,8,5,6,5,9,9,0,0,1,1,1,1,4,4
23,42,3,33,13,12,12,13,22,27,8,9,3,6,4,2,2,0,0,1,1,1,1,4,5
21,34,2,34,14,13,11,10,17,35,4,7,6,7,6,4,4,0,0,1,1,1,1,4,4
22,35,2,13,10,12,14,11,22,24,8,10,3,6,4,4,4,0,0,1,1,1,1,5,5
44,8,2,53,10,11,12,14,8,21,8,6,3,4,3,7,7,0,0,1,1,1,1,3,4
32,28,1,33,13,12,12,13,10,25,6,7,5,6,3,5,6,0,0,1,1,0,1,4,3
32,34,2,26,6,7,11,10,20,27,8,8,4,6,5,8,7,0,0,1,0,1,1,4,5
26,15,2,33,7,7,15,11,12,36,7,10,3,3,3,6,5,0,0,1,1,1,1,4,4
42,20,2,23,11,9,12,12,12,24,3,6,5,9,8,5,7,0,0,1,1,1,1,4,3
27,11,2,19,5,4,15,9,20,40,7,10,2,5,3,8,7,0,0,0,1,1,1,4,5
24,32,0,55,9,15,15,9,5,9,6,6,6,6,8,4,4,0,0,0,1,1,0,1,1
36,31,3,32,9,12,16,10,6,34,5,6,2,9,6,5,5,0,0,0,1,1,1,2,3
21,24,0,43,8,10,16,9,15,19,7,10,7,4,4,1,1,0,0,0,1,0,1,4,4
27,29,0,33,9,9,16,10,22,32,8,10,7,9,7,8,9,0,0,1,0,1,1,5,5
29,32,0,35,8,12,12,9,15,34,6,10,4,5,4,7,7,0,0,1,1,1,1,4,5
25,17,1,46,7,3,15,10,11,26,6,10,5,7,9,5,3,0,0,0,0,1,1,4,5
32,13,3,30,17,12,13,11,13,36,6,10,4,8,7,7,6,0,0,1,1,1,1,3,3
31,14,1,23,5,10,13,11,16,45,6,9,5,7,6,6,6,0,0,1,0,1,1,4,4
18,33,1,16,17,15,15,13,9,20,4,7,10,5,4,7,7,0,0,1,0,1,1,3,2
30,32,2,32,11,13,13,12,17,32,7,8,7,5,4,6,6,0,0,1,0,1,1,4,5
28,32,0,30,17,12,12,11,15,9,7,5,6,6,7,3,3,0,0,0,0,1,1,3,3
22,14,2,38,21,16,12,10,11,31,6,8,10,3,2,4,4,0,0,0,0,0,1,4,4
39,8,0,34,11,14,14,16,13,36,8,4,3,6,4,10,10,0,0,1,1,1,1,4,5
21,32,1,34,6,6,14,11,15,38,6,10,10,6,5,6,5,0,0,1,0,1,1,4,4
25,30,2,55,5,5,15,10,14,43,9,10,4,4,3,3,1,0,0,1,0,1,1,4,4
31,12,0,26,5,8,14,11,22,37,10,10,2,5,4,10,10,0,0,0,0,1,1,5,5
26,12,0,42,12,6,15,14,19,38,9,10,2,6,4,8,8,0,0,0,0,1,1,4,4
39,27,0,49,22,18,13,12,5,20,6,9,6,6,6,1,3,0,0,1,1,1,1,4,4
36,33,0,43,11,13,14,11,11,42,6,8,5,6,6,3,6,0,0,1,1,1,1,5,4
20,28,1,39,9,16,10,12,10,33,6,5,9,2,3,3,3,0,0,1,0,0,1,1,3
33,14,0,24,12,10,14,12,12,33,8,8,7,8,5,8,7,0,0,1,0,0,1,4,4
28,29,1,35,5,11,14,11,22,36,6,6,7,5,4,6,7,0,0,0,0,1,1,4,4
40,18,0,35,13,10,14,11,15,35,10,6,6,4,4,8,9,0,0,1,0,0,1,4,4
45,8,3,42,13,11,12,11,13,26,6,5,10,5,3,9,9,0,0,0,1,1,1,4,4
24,27,0,25,11,11,15,11,17,31,7,5,4,6,5,5,4,0,0,0,0,1,1,4,5
32,30,3,28,8,8,16,9,18,21,8,7,4,7,6,7,7,0,0,1,1,1,1,4,4
17,17,0,20,6,5,17,9,11,33,8,7,7,6,7,6,1,0,0,0,0,1,0,3,3
40,25,3,38,10,16,13,15,7,21,8,7,3,10,7,4,3,0,0,0,1,1,1,1,1
36,32,2,48,11,12,11,12,9,35,7,7,3,5,3,8,4,0,0,0,1,1,1,4,4
29,36,0,48,5,3,15,9,5,29,9,10,2,5,3,5,6,0,0,0,1,1,1,3,3
26,17,1,30,14,11,12,12,20,22,8,8,7,7,7,5,6,0,0,0,0,1,1,4,4
23,25,1,29,12,11,11,11,13,35,7,8,5,6,5,6,5,0,0,1,0,1,1,4,4
30,13,1,35,11,13,14,10,12,36,7,9,4,7,6,7,6,0,0,1,0,1,1,4,4
25,12,1,34,5,8,17,10,16,43,6,10,8,6,3,7,8,0,0,1,1,1,1,5,5
23,17,3,34,5,11,17,11,17,36,9,8,4,4,3,7,8,0,0,1,1,1,1,4,5
29,8,1,47,22,21,9,9,10,43,7,10,10,8,4,1,1,0,0,1,0,1,1,5,5
29,23,0,33,13,6,15,8,15,36,4,10,8,10,10,8,8,0,0,1,0,1,1,4,4
33,16,3,36,8,10,13,12,11,36,7,9,8,8,6,7,8,0,0,1,0,1,1,4,4
30,32,0,23,5,4,15,10,20,37,8,10,4,5,4,8,7,0,0,1,0,1,1,4,4
27,16,0,35,11,13,12,12,13,29,8,10,6,6,4,2,2,0,0,1,0,0,1,4,4
28,32,0,33,5,9,13,14,10,27,7,7,6,5,5,6,6,0,0,1,0,1,1,3,4
30,8,2,9,5,7,16,10,12,45,9,7,9,7,4,10,10,0,0,1,1,1,1,5,5
30,26,2,12,8,4,15,11,22,31,7,8,4,3,3,6,6,0,0,1,1,1,1,5,5
25,33,2,37,6,4,15,9,16,37,6,10,4,5,5,7,5,0,0,1,1,1,1,4,5
39,23,3,27,12,8,17,11,16,29,7,6,6,6,3,7,7,0,0,1,1,1,1,4,4
25,8,1,55,12,10,12,10,7,13,10,8,2,8,8,1,6,0,0,1,1,1,1,2,4
19,39,1,54,5,3,15,9,5,19,6,10,2,6,2,3,1,0,0,1,1,1,1,1,1
46,9,3,36,12,15,14,12,9,35,9,9,10,9,5,10,10,0,0,1,0,1,1,4,4
20,36,3,14,13,10,15,9,18,37,9,8,3,7,7,5,3,0,0,1,1,1,1,4,4
19,14,1,33,5,8,11,10,11,45,10,10,3,9,10,6,3,0,0,1,0,1,1,1,1
32,24,1,18,5,6,16,9,17,24,8,7,3,5,3,10,10,0,0,1,1,1,1,4,4
30,22,0,44,11,7,15,11,15,16,8,9,2,8,8,3,6,0,0,1,0,1,1,2,4
32,22,0,55,15,17,11,13,9,32,7,6,7,9,7,10,8,1,0,0,1,0,1,4,4
26,11,1,33,6,8,15,11,19,26,9,7,5,6,3,8,8,0,0,1,0,1,1,4,4
24,23,0,48,20,9,12,14,19,22,10,10,7,9,8,10,5,0,0,1,1,0,1,5,5
34,16,2,30,5,10,14,10,20,27,8,8,4,5,6,10,10,0,0,0,1,1,1,4,4
31,20,0,42,16,13,11,12,7,9,3,6,5,4,6,1,1,0,0,0,0,0,1,3,4
29,29,2,38,9,12,13,11,13,25,6,6,6,5,4,8,8,0,0,1,1,1,1,4,5
34,10,1,27,5,3,18,10,22,38,10,10,7,5,2,7,8,0,0,1,0,1,1,4,5
19,32,0,39,17,17,12,15,20,23,5,6,8,6,5,1,1,0,0,0,0,1,1,4,4
32,33,0,26,11,3,15,9,13,19,7,6,3,7,7,7,7,0,1,0,1,1,1,3,3
44,14,3,38,5,15,14,9,13,43,10,8,3,9,6,10,10,0,0,1,1,1,1,4,4
30,32,1,30,15,12,12,12,13,27,6,6,6,6,6,2,2,0,0,1,0,0,0,4,5
21,19,2,38,14,4,15,11,5,32,4,6,2,6,4,6,4,0,0,1,1,1,1,3,4
14,30,0,30,14,12,10,11,14,28,7,8,4,8,7,5,5,0,0,0,0,1,1,3,4
30,32,0,25,10,14,15,9,13,21,8,6,3,8,5,5,7,0,0,1,0,1,1,3,4
21,19,0,39,8,8,12,9,16,41,10,9,2,6,8,5,6,0,0,1,0,1,1,4,5
42,17,0,31,8,14,12,11,17,37,8,8,4,8,6,7,7,0,0,0,1,1,1,4,4
30,32,1,30,13,15,17,18,15,33,6,6,6,9,6,4,6,0,0,1,1,1,1,3,2
44,8,1,25,11,16,16,7,15,36,6,6,6,2,2,8,8,0,0,0,1,0,1,4,4
18,38,2,20,6,3,15,10,21,23,6,10,4,5,4,3,2,0,0,1,1,1,1,4,5
40,14,3,23,10,11,13,9,15,37,6,7,6,9,5,9,9,0,0,1,1,1,1,5,5
26,28,1,43,13,13,13,11,20,41,8,7,4,6,7,8,8,0,0,0,1,1,1,4,5
27,15,0,53,11,15,12,12,15,23,8,10,6,6,4,6,6,0,0,0,0,1,1,4,4
33,26,3,36,5,5,15,10,19,28,5,7,4,4,5,7,7,0,1,1,0,1,1,5,5
31,16,2,39,11,10,14,11,12,22,9,9,4,6,4,8,7,0,0,0,0,1,1,4,4
45,14,1,19,7,16,15,14,16,32,7,6,5,9,9,10,10,0,0,1,1,1,1,4,4
22,23,1,22,9,13,10,10,12,19,6,10,3,7,7,5,3,0,0,1,1,1,1,2,4
28,28,1,32,14,12,14,14,10,23,5,9,6,8,6,5,5,0,0,1,0,1,1,3,3
25,37,3,22,5,8,14,10,13,18,7,6,3,4,3,3,2,0,0,1,1,1,1,4,4
23,37,3,41,16,13,11,15,11,39,9,6,2,5,6,4,3,0,0,0,0,1,1,3,3
14,45,1,35,15,11,18,4,16,19,7,6,6,6,7,10,2,0,0,0,1,1,1,3,4
24,24,1,38,5,11,12,11,11,19,8,7,4,6,7,8,7,0,0,1,0,1,1,4,5
35,17,0,37,10,12,14,12,8,22,9,10,2,2,5,1,1,0,0,0,1,1,0,4,4
24,38,2,16,11,8,15,11,15,17,6,6,3,5,3,8,7,0,0,1,1,1,1,4,4
20,20,2,37,11,13,12,10,19,24,5,10,7,6,5,6,6,0,0,1,0,1,1,3,4
20,22,3,20,9,7,15,8,20,36,6,10,4,8,9,10,10,0,0,1,0,1,1,4,4
26,25,2,29,10,8,15,14,17,32,4,8,8,5,3,6,7,0,0,0,0,0,1,4,4
17,37,0,31,15,12,12,12,16,27,6,9,5,8,9,3,6,0,0,1,0,1,1,4,4
44,20,1,9,10,8,14,10,15,18,7,7,6,8,5,8,8,0,0,0,1,0,1,4,4
27,37,0,31,5,15,16,14,9,19,8,10,9,10,6,4,2,0,0,0,0,1,1,3,4
38,8,3,20,7,6,19,12,16,30,5,5,4,6,7,4,7,0,0,0,1,1,1,5,5
