Sex,Education_Binary,Occupation_Binary,Authoritarianism1,Authoritarianism2,Authoritarianism3,Authoritarianism4,Authoritarianism5,Authoritarianism6,Social_Dominace1,Social_Dominance2,Social_Dominance3,Social_Dominance4,Social_Dominance5,Social_Dominance6,Social_Dominance7,Social_Dominance8,MigrantAttitudes1,MigrantAttitudes2,MigrantAttitudes3,IWAH1,IWAH2,IWAH3,IWAH4,IWAH5,IWAH6,IWAH7,IWAH8,IWAH9,Trust_Body1,Trust_Body2,Trust_Body3,Trust_Body4,Trust_Body5,Trust_Body6,Trust_Body7,Pregnant,Conspiracy_1,Conspiracy_2,Conspiracy_3,Conspiracy_4,Conspiracy_5,TRUST_1,TRUST_2,TRUST_3,TRUST_4,TRUST_5,TRUST_6,TRUST_7,TRUST_8,TRUST_9,C19_Infected_Binary,C19_SomeoneClose_Infected_Binary,Vax_Self,Vax_Self_Yes,Vax_Self_Maybe,Vax_Self_No,Vax_Self_Binary,Paranoia1,Paranoia2,Paranoia3,Paranoia4,Paranoia5,LOC1,LOC2,LOC3,LOC4,LOC5,LOC6,LOC7,LOC8,LOC9,Personality1,Personality2,Personality3,Personality4,Personality5,Personality6,Personality7,Personality8,Personality9,Personality10,CRT1,CRT2,CRT3,Trust_in_Irish_State,Conspiracy,Paranoia,Authoritarianism,IdentificationOthers,SocialDominance
0,1,0,3,4,1,1,2,3,3,2,2,3,2,4,3,2,8,7,3,4,4,4,5,4,3,5,4,3,2,3,4,4,2,4,4,0,9,8,4,3,5,3,3,3,2,2,4,4,3,4,0,0,0,1,0,0,0,3,4,4,4,4,5,3,4,4,3,3,6,3,4,2,3,5,4,5,1,2,5,4,5,1,1,1,23,29,19,14,36,21
0,1,1,5,5,3,1,3,3,3,1,3,3,2,1,3,2,3,3,5,2,4,3,3,3,3,3,3,3,3,4,4,4,3,5,5,0,10,6,5,1,3,1,3,3,2,1,4,4,3,3,0,0,0,1,0,0,0,4,4,3,1,3,4,4,5,4,3,4,4,3,5,3,1,5,3,5,1,5,5,3,5,5,1,1,28,25,15,20,27,18
1,0,0,5,5,4,3,4,5,3,4,2,3,3,4,2,3,1,1,4,5,4,4,5,4,4,5,5,3,3,2,4,4,2,5,5,0,11,9,10,8,9,3,3,3,3,3,4,4,4,3,0,1,0,1,0,0,0,4,3,2,3,4,4,5,4,4,2,2,6,2,4,3,5,3,1,2,4,2,4,3,4,5,5,5,25,47,16,26,39,24
0,1,0,2,3,4,2,2,4,2,2,2,4,2,4,2,2,9,10,1,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,0,10,9,10,10,9,4,4,4,2,4,4,3,4,4,0,0,0,1,0,0,0,2,2,4,4,4,5,5,6,6,2,2,3,2,6,2,4,4,4,1,5,4,4,5,5,5,5,5,27,48,16,17,45,20
0,0,1,4,4,4,3,4,2,2,3,2,4,3,3,4,2,7,6,1,2,3,3,3,2,3,3,2,3,2,2,2,2,1,2,4,0,6,6,5,6,2,1,4,4,1,1,4,4,4,4,0,0,0,1,0,0,0,2,2,2,1,2,3,4,5,3,3,3,4,3,4,2,5,5,5,3,2,2,5,5,4,5,5,5,15,25,9,21,24,23
0,0,0,1,4,2,1,3,5,3,1,1,3,1,3,3,1,10,10,3,3,5,5,3,3,3,3,3,3,2,2,4,3,3,5,4,0,1,11,11,6,11,2,2,3,1,1,4,4,4,1,0,0,1,0,1,0,1,1,3,3,1,3,4,1,4,1,1,1,1,3,1,3,4,5,1,5,4,3,5,1,4,5,5,5,23,40,11,16,31,16
0,0,0,2,3,3,1,2,4,3,1,1,3,1,3,3,1,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0,4,4,2,3,2,3,3,3,3,1,4,3,3,3,0,0,0,1,0,0,0,4,3,3,3,3,5,5,6,5,3,3,4,5,5,4,4,5,3,3,4,3,4,3,4,5,5,5,27,15,16,15,36,16
1,0,0,1,5,1,1,3,5,3,3,3,3,1,1,1,1,1,5,5,4,5,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,11,11,11,11,11,3,3,3,3,3,2,2,1,3,0,0,0,1,0,0,0,5,5,5,4,5,1,4,4,4,2,2,4,4,4,5,5,5,3,1,5,3,5,3,5,5,7,5,7,55,24,16,38,16
1,1,0,3,5,5,5,4,5,2,3,2,2,1,1,5,1,7,8,3,4,4,5,5,4,5,4,5,5,3,2,3,4,4,5,5,0,6,9,8,8,8,3,4,4,4,4,4,4,4,4,0,0,0,1,0,0,0,4,3,3,3,3,5,5,5,5,3,3,3,3,5,2,3,4,2,3,5,3,5,4,4,5,7,5,26,39,16,27,41,17
1,1,0,2,4,5,2,5,5,1,3,2,2,1,5,1,1,5,5,3,3,4,4,4,4,4,5,4,5,3,3,2,2,1,4,4,0,6,7,7,7,8,3,3,3,2,1,4,4,4,4,0,0,0,1,0,0,0,5,1,1,1,1,1,5,1,3,2,2,4,2,5,2,4,2,3,3,3,3,4,4,4,5,5,6,19,35,9,23,37,16
1,1,0,3,1,5,3,4,5,1,1,1,3,1,1,3,3,5,4,2,5,5,4,5,4,4,5,5,5,1,1,2,1,1,2,2,0,11,11,11,11,11,2,2,2,2,2,4,2,1,4,0,0,1,0,1,0,1,1,2,1,1,3,5,1,5,1,2,1,1,4,1,2,5,5,2,5,4,4,5,4,5,5,1,5,10,55,8,21,42,14
1,1,1,2,2,1,1,2,4,1,1,1,1,1,1,1,1,5,8,3,2,2,2,2,2,2,3,3,2,2,1,1,3,1,4,4,0,11,11,11,11,11,1,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,4,4,4,2,4,3,2,2,2,2,2,2,5,5,4,1,4,2,2,2,2,5,2,2,5,5,5,16,55,18,12,20,8
1,0,1,3,3,3,1,3,5,1,1,1,1,1,1,1,1,7,5,3,1,2,2,3,2,2,3,2,2,1,1,2,2,1,3,4,0,11,11,6,6,6,2,3,3,2,2,4,4,3,2,0,1,-99,-99,-99,-99,-99,3,3,4,3,3,4,4,4,4,4,4,4,7,4,1,5,2,5,3,1,3,2,5,4,5,5,5,14,40,16,18,19,8
1,1,1,4,4,3,2,2,5,4,3,3,4,2,1,3,2,5,5,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,1,0,7,7,6,8,7,3,4,4,3,2,4,4,4,3,0,0,0,1,0,0,0,1,1,1,1,4,4,4,5,5,3,3,4,3,5,3,4,4,4,3,4,4,4,3,3,5,7,5,13,35,8,20,36,22
0,0,0,5,5,5,1,3,5,1,2,3,3,3,3,3,2,1,1,5,3,3,3,3,3,2,3,3,2,1,1,4,1,1,4,4,0,11,11,11,10,11,3,3,3,3,3,4,3,3,3,0,0,0,1,0,0,0,4,3,2,1,3,1,1,1,1,1,1,1,1,1,2,4,5,2,3,4,3,5,1,4,5,5,5,16,54,13,24,25,20
0,1,0,5,5,3,1,1,4,1,1,1,1,1,1,2,1,7,7,5,5,4,4,5,4,4,5,5,5,3,2,1,2,2,4,5,0,11,7,9,3,10,2,2,2,1,1,4,4,4,3,0,1,0,1,0,0,0,4,1,2,1,1,5,4,3,5,2,2,7,2,2,1,4,2,4,5,2,2,3,4,5,1,5,1,19,40,9,19,41,9
1,0,0,3,4,3,1,3,2,3,3,2,4,1,5,4,1,8,8,3,3,4,4,3,4,3,4,4,4,3,3,3,2,2,3,4,0,9,8,7,7,6,2,4,4,2,2,3,4,4,2,0,1,0,1,0,0,0,4,3,5,4,3,2,4,5,2,4,3,4,3,4,3,5,2,3,2,4,2,4,4,4,5,5,5,20,37,19,16,33,23
0,0,1,5,4,4,2,1,5,3,2,2,3,1,3,4,1,6,3,2,3,4,3,2,2,2,3,3,3,1,1,1,2,1,2,4,0,10,11,10,9,11,1,4,3,2,2,4,4,3,4,0,0,1,0,1,0,1,3,1,4,1,1,1,1,1,1,2,1,4,2,7,2,5,3,4,5,3,2,4,4,5,5,5,7,12,51,10,21,25,19
0,1,0,4,4,4,3,4,4,3,2,2,3,3,4,4,2,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,3,3,4,0,6,7,7,6,6,3,3,3,2,2,4,4,3,4,0,0,0,1,0,0,0,1,1,2,2,4,5,4,4,4,4,3,5,3,5,2,4,3,2,1,3,4,3,3,3,5,7,1,26,32,10,23,33,23
0,0,1,5,4,3,1,1,5,5,1,2,3,2,4,4,2,6,5,5,4,4,4,5,4,4,5,4,4,4,4,4,4,3,5,5,0,10,10,10,10,11,3,4,4,2,1,4,4,4,4,0,0,0,1,0,0,0,1,1,3,1,3,4,4,5,6,1,1,7,1,7,2,5,4,2,5,5,4,4,2,2,5,5,5,29,51,9,19,38,23
0,1,0,2,1,1,1,1,2,1,1,3,1,1,1,1,1,8,10,3,2,2,5,3,3,4,3,3,4,3,-99,2,2,2,4,3,1,8,9,6,7,9,2,3,2,3,1,2,2,2,2,0,0,0,1,0,0,0,3,4,3,3,4,5,3,3,1,3,3,5,5,4,1,2,2,3,2,2,3,3,3,2,1,1,1,-99,39,17,8,29,10
0,0,1,2,3,3,1,3,3,3,2,2,2,2,1,2,2,9,9,3,4,4,4,3,3,3,4,4,3,2,2,4,4,2,5,5,0,8,9,7,8,6,2,3,2,2,2,4,4,4,2,0,1,0,1,0,0,0,3,3,3,3,3,5,4,3,3,3,2,3,5,3,2,4,2,2,2,3,3,4,2,4,1,1,1,24,38,15,15,32,16
1,0,0,3,3,4,1,3,5,1,3,1,3,1,3,1,1,8,8,3,4,4,4,5,4,4,5,4,4,3,3,3,2,2,2,2,0,6,10,6,10,10,2,3,3,2,1,3,3,3,2,0,0,0,1,0,0,0,2,4,4,3,3,2,2,4,3,2,2,3,3,4,2,4,4,2,4,5,3,5,4,4,5,1,5,17,42,16,19,38,14
0,0,0,4,4,4,1,2,4,2,2,2,3,2,3,3,1,7,3,4,4,4,4,5,5,5,5,5,5,3,3,4,4,2,5,4,0,8,4,7,6,9,4,4,4,3,1,4,4,3,2,0,0,0,1,0,0,0,2,4,3,3,2,4,4,5,4,2,3,6,3,5,2,4,4,2,4,4,4,5,2,4,5,6,5,25,34,14,19,42,18
1,0,1,4,3,1,1,1,3,3,4,3,4,3,4,4,3,2,1,5,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,0,11,11,9,10,11,2,2,2,2,1,2,2,2,2,0,0,1,0,1,0,1,3,4,3,3,4,6,5,5,5,4,4,6,6,6,2,1,2,3,4,2,2,2,2,5,5,1,1,10,52,17,13,13,28
0,0,0,3,2,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,1,3,3,4,4,4,5,4,3,2,1,2,2,3,3,1,0,11,9,10,9,10,2,2,3,2,3,2,2,2,2,0,0,1,0,1,0,1,4,4,4,4,3,4,4,5,4,4,3,4,4,5,3,3,2,3,3,3,3,4,3,3,5,5,5,14,49,19,17,31,24
1,0,0,3,4,3,1,2,4,3,2,1,2,1,1,3,2,8,8,4,3,4,4,4,4,4,4,4,4,2,2,3,4,2,4,5,0,7,8,3,3,6,3,3,3,2,1,4,4,3,3,0,0,1,0,1,0,1,2,3,3,1,1,4,2,5,2,2,2,2,2,2,2,4,4,3,4,4,2,4,2,4,1,1,1,22,27,10,17,35,15
0,0,0,5,4,1,2,2,5,3,3,3,4,2,3,3,2,3,6,4,2,4,5,3,3,3,2,3,2,2,2,4,1,1,4,5,0,10,2,6,6,10,2,2,2,1,1,1,1,2,1,1,0,0,1,0,0,0,3,3,4,5,5,5,5,2,2,3,3,4,4,4,2,5,4,2,3,4,2,5,2,5,5,5,5,19,34,20,19,27,23
0,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,6,6,6,6,6,3,3,3,3,3,3,3,3,3,0,0,0,1,0,0,0,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,5,5,5,21,30,15,18,27,24
1,0,0,2,2,2,2,2,4,2,2,2,2,2,2,2,2,4,5,4,4,5,4,5,5,4,4,5,4,3,3,2,2,2,3,4,0,9,8,7,8,8,3,3,3,1,1,4,4,3,2,0,0,0,1,0,0,0,2,4,2,1,2,4,3,3,3,3,2,3,7,3,2,4,5,4,1,2,2,5,4,1,5,6,5,19,40,11,14,40,16
1,1,0,4,3,2,1,3,3,3,3,3,4,2,1,3,3,8,10,3,1,1,2,2,2,2,2,2,2,3,3,3,3,3,4,5,0,9,9,6,5,3,3,3,3,2,1,4,4,4,2,0,0,1,0,1,0,1,2,5,1,1,4,4,3,4,3,3,3,4,4,4,1,1,2,3,5,4,3,5,4,5,5,5,1,24,32,13,16,16,22
1,0,1,3,3,3,3,3,4,3,4,3,4,3,3,3,3,1,3,5,4,5,3,4,4,3,4,3,3,3,3,3,3,4,2,4,0,5,3,4,3,2,2,2,2,2,1,3,4,3,3,0,1,1,0,1,0,1,4,2,2,1,3,3,5,5,4,5,5,4,3,4,2,5,5,3,4,4,4,4,3,4,5,1,5,22,17,12,19,33,26
1,1,0,5,1,1,1,1,5,1,4,1,4,3,2,4,2,10,10,1,2,2,5,2,2,5,2,2,5,2,2,1,1,2,5,4,0,8,8,8,2,7,2,3,1,2,1,3,4,4,1,0,0,0,1,0,0,0,1,2,2,2,3,4,4,3,6,3,2,6,3,7,3,4,4,1,1,1,4,2,3,4,1,1,6,17,33,10,14,27,21
1,1,0,5,1,4,2,3,5,2,1,2,1,1,1,2,2,8,10,3,5,5,4,5,5,5,5,4,4,3,3,3,3,2,2,5,0,10,7,7,8,8,2,3,3,2,2,4,4,2,3,0,0,0,1,0,0,0,1,1,1,1,1,5,4,5,3,3,3,2,3,5,2,2,2,3,5,4,2,5,3,4,5,5,5,21,40,5,20,42,12
0,0,0,1,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,5,4,4,3,3,3,3,4,4,3,1,1,1,1,1,4,4,0,11,11,11,11,11,1,1,1,1,1,3,3,1,4,0,0,1,0,1,0,1,1,1,1,1,1,4,1,5,1,2,2,1,7,4,4,4,5,1,1,5,5,5,1,5,5,5,5,13,55,5,10,31,12
0,1,0,3,2,3,3,2,3,2,1,1,1,1,1,1,1,8,8,2,3,3,3,3,3,3,3,3,3,3,3,4,4,1,1,4,0,4,8,7,5,5,2,2,2,2,1,4,4,3,3,0,0,0,1,0,0,0,3,3,3,3,3,5,4,3,2,3,2,4,2,3,4,5,1,2,2,5,4,4,3,5,5,1,1,20,29,15,16,27,9
1,1,0,5,3,5,5,4,3,3,2,2,3,2,4,3,3,5,5,5,4,4,4,5,4,4,5,5,4,1,1,2,2,1,1,5,0,11,11,10,6,11,1,1,1,1,1,4,4,4,2,0,0,1,0,1,0,1,1,1,1,1,1,4,1,4,7,7,7,7,4,1,5,5,5,1,4,5,3,4,2,3,1,1,1,13,49,5,25,39,22
1,1,1,4,2,3,1,1,5,2,1,1,2,1,1,3,1,6,4,4,4,4,4,5,5,5,5,5,4,2,2,4,2,2,4,4,0,8,9,9,6,6,1,2,2,1,1,4,4,4,2,0,0,1,0,1,0,1,2,1,1,1,1,2,2,5,1,2,1,4,5,5,2,4,5,4,4,4,5,5,3,1,5,5,5,20,38,6,16,41,12
0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0,6,6,6,6,6,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,5,7,5,21,30,15,18,24,24
1,0,0,3,3,2,3,3,4,2,1,1,2,3,1,4,1,5,9,4,2,3,3,5,3,3,4,3,4,1,2,3,2,1,4,3,0,8,10,11,5,6,1,3,3,2,1,3,3,3,3,0,0,2,0,0,1,1,3,5,3,4,2,7,2,1,2,2,5,2,2,6,1,2,3,4,2,1,2,5,5,5,1,1,1,16,40,17,18,30,15
0,1,0,3,4,2,1,2,4,3,2,1,3,2,2,3,3,8,7,3,4,5,4,4,4,4,4,4,4,4,4,4,3,3,4,4,0,3,6,7,6,8,2,2,2,1,1,3,3,3,1,0,0,0,1,0,0,0,1,1,1,1,3,4,1,1,1,1,1,5,3,5,2,5,5,2,4,4,3,5,1,4,5,5,5,26,30,7,16,37,19
0,1,0,4,4,3,3,4,5,3,2,2,3,2,4,4,2,7,4,4,5,5,4,5,5,4,4,4,3,3,3,5,3,3,4,4,0,2,6,7,3,3,2,4,3,2,1,4,3,3,2,0,0,1,0,1,0,1,3,2,4,2,1,2,4,5,3,3,3,3,4,4,4,5,5,2,3,4,4,4,1,4,1,1,1,25,21,12,23,39,22
1,0,0,4,4,4,3,4,5,2,3,3,4,3,2,2,2,4,5,4,4,4,4,4,4,4,4,3,4,3,3,2,4,3,4,4,0,6,7,7,5,4,3,4,3,2,2,2,2,3,2,0,0,0,1,0,0,0,1,1,1,1,1,1,3,4,3,2,2,2,2,4,3,4,5,1,3,5,2,5,3,3,5,7,5,23,29,5,24,35,21
1,1,0,2,4,4,2,2,4,4,2,1,5,2,4,4,2,10,10,3,4,5,4,4,5,4,5,5,5,4,2,3,3,3,3,3,0,4,3,2,3,4,4,3,2,2,3,3,3,3,3,0,0,0,1,0,0,0,4,4,4,3,3,5,5,5,5,3,4,5,4,4,2,4,1,1,2,4,3,3,3,3,5,1,5,21,16,18,18,41,24
1,0,0,4,4,5,4,4,5,2,2,1,3,1,2,4,1,6,7,4,4,4,4,4,4,4,3,3,3,3,3,4,4,3,4,5,0,5,6,7,6,8,4,4,4,3,1,4,4,3,3,0,0,0,1,0,0,0,4,1,1,1,1,2,2,3,2,6,3,2,7,2,1,5,5,5,5,1,5,5,5,2,5,6,5,26,32,8,26,33,16
1,1,0,1,5,3,1,3,5,3,1,1,3,3,3,3,1,5,5,3,4,4,5,5,5,5,5,5,5,3,3,3,3,3,3,3,0,6,11,11,11,1,1,3,3,1,1,3,3,3,2,0,0,0,1,0,0,0,4,4,1,1,1,1,4,2,4,1,1,4,1,1,2,5,5,5,5,1,5,5,5,3,5,7,5,21,40,11,18,43,18
0,0,0,4,4,2,2,2,4,3,2,2,2,2,2,2,2,5,4,4,4,4,4,4,4,4,4,3,1,1,1,3,2,1,3,4,0,4,9,7,4,3,1,3,3,3,1,3,3,2,2,0,0,0,1,0,0,0,1,2,2,1,2,1,1,1,1,2,2,3,1,2,4,4,5,1,4,5,4,5,1,4,1,1,1,15,27,8,18,32,17
1,0,1,4,3,4,1,4,4,3,2,2,4,2,2,3,1,5,6,4,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,1,8,10,8,6,8,1,3,3,1,1,3,3,3,2,1,1,1,0,1,0,1,1,1,1,1,1,5,1,4,1,4,2,1,2,1,2,4,3,2,2,4,3,2,2,1,5,5,5,21,40,5,20,39,19
1,0,1,5,5,5,1,5,5,4,3,4,4,3,5,5,4,4,5,5,5,4,1,5,4,1,5,4,1,4,4,4,4,4,4,3,0,11,9,11,9,10,3,4,4,4,1,4,4,4,2,0,0,0,1,0,0,0,1,1,1,1,1,7,2,5,4,1,5,1,1,1,2,4,5,1,1,3,2,3,1,4,5,5,5,27,50,5,26,30,32
1,0,0,4,3,2,1,4,4,3,2,1,2,2,1,3,2,5,2,3,4,4,4,4,4,4,4,4,4,3,3,4,2,3,4,4,0,7,7,4,5,8,3,3,3,3,1,4,3,3,3,0,0,0,1,0,0,0,1,2,1,1,2,5,2,3,3,2,2,3,3,3,2,4,4,1,1,2,4,5,4,2,1,1,1,23,31,7,18,36,16
0,0,0,4,3,4,1,2,3,4,2,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,0,8,8,8,7,8,2,2,2,2,1,4,2,2,2,0,0,0,1,0,0,0,1,1,3,1,4,4,2,5,2,2,2,2,2,2,4,5,5,1,3,4,5,4,1,4,5,7,5,9,39,10,17,18,20
1,0,1,2,5,2,1,2,4,4,1,1,4,2,2,5,3,3,1,4,2,4,3,1,2,4,1,3,4,4,5,5,4,3,5,5,0,11,9,8,3,7,1,1,1,1,1,4,4,4,1,0,0,2,0,0,1,1,1,4,4,1,5,3,2,2,3,3,2,2,3,2,1,1,4,2,4,1,2,4,4,4,1,1,1,31,38,15,16,24,22
0,1,0,4,4,5,2,4,4,4,1,1,2,1,3,2,1,7,7,2,2,4,4,4,5,5,5,5,5,1,1,3,1,1,4,4,0,5,11,11,9,11,2,3,3,2,2,4,4,4,4,0,0,0,1,0,0,0,1,3,4,1,5,1,4,1,4,1,1,6,2,4,2,5,5,1,3,4,4,5,1,5,5,6,5,15,47,14,23,39,15
0,1,0,5,5,4,1,5,5,3,5,3,4,1,2,4,1,10,8,2,2,2,3,5,5,4,4,5,3,1,2,2,1,1,4,2,0,11,11,1,8,7,2,4,4,3,1,3,3,3,1,0,0,0,1,0,0,0,4,5,5,1,5,7,7,7,7,6,6,7,7,1,2,2,4,5,5,2,2,4,3,2,5,1,1,13,38,20,25,33,23
1,1,0,5,4,5,5,2,4,3,1,1,2,1,2,4,2,6,8,3,5,4,4,4,4,4,5,4,4,5,5,4,4,2,4,4,0,7,7,5,6,9,4,3,3,1,1,4,4,3,2,0,0,1,0,1,0,1,1,4,3,1,4,1,2,2,2,2,2,4,5,5,2,4,4,4,4,4,2,4,4,2,5,1,5,28,34,13,25,38,16
1,1,0,4,1,1,1,1,2,2,2,1,1,1,1,2,1,9,9,4,2,4,5,3,4,4,2,3,4,3,3,4,4,3,4,4,0,3,3,1,1,1,4,4,4,2,1,4,4,4,2,0,0,0,1,0,0,0,2,4,3,4,1,6,5,3,4,3,3,3,3,5,5,5,5,2,5,5,3,5,1,5,1,5,6,25,9,14,10,31,11
0,1,0,3,3,2,2,3,3,3,2,2,3,2,2,3,1,3,3,5,5,5,4,4,4,3,4,4,3,1,1,3,2,1,2,4,0,6,6,8,8,8,2,2,2,2,1,3,3,3,2,0,0,0,1,0,0,0,3,3,3,1,2,4,4,4,4,4,3,4,4,4,2,4,2,3,3,3,3,4,3,3,5,5,5,14,36,12,16,36,18
1,1,0,4,4,2,1,1,2,1,2,2,2,1,1,1,1,10,10,3,3,3,4,5,3,3,4,4,4,4,5,4,3,3,5,5,0,2,1,1,1,1,4,4,4,3,1,4,4,4,3,0,0,0,1,0,0,0,1,1,1,1,1,3,1,4,1,2,3,1,2,2,3,5,1,4,1,4,3,5,1,3,1,1,1,29,6,5,14,33,11
1,1,1,4,2,3,1,3,4,2,1,3,3,3,3,3,3,5,5,5,3,4,3,5,5,4,4,4,3,3,3,5,3,2,3,4,0,6,11,7,6,6,1,3,3,2,1,4,3,3,3,0,0,0,1,0,0,0,3,3,3,3,2,2,1,4,1,2,2,1,7,5,2,5,3,3,2,2,3,5,4,2,5,1,1,23,36,14,17,35,21
1,1,0,1,5,2,1,3,5,3,4,4,5,4,5,3,5,1,1,4,4,4,4,4,4,4,4,4,4,1,1,2,1,1,4,4,0,11,11,9,9,9,1,4,1,1,1,4,4,4,3,0,0,0,1,0,0,0,4,4,4,2,2,4,4,7,4,3,2,4,4,4,5,5,3,5,5,4,2,5,3,5,5,5,5,14,49,16,17,36,33
0,1,1,4,1,2,1,2,4,3,1,2,4,5,1,1,1,3,6,5,5,3,3,5,4,3,5,4,4,1,1,2,3,1,4,5,0,9,11,6,6,7,2,3,3,1,1,4,4,2,3,0,0,1,0,1,0,1,1,1,3,1,1,2,1,5,1,1,1,3,1,5,2,4,5,2,2,2,5,5,4,3,5,5,6,17,39,7,14,36,18
0,1,0,2,1,2,1,1,1,1,1,1,1,1,1,5,1,8,10,3,4,4,5,5,5,5,4,4,4,1,1,1,1,1,4,3,0,9,11,6,6,6,3,3,1,3,1,1,1,1,1,0,0,0,1,0,0,0,1,4,3,3,1,4,4,4,4,3,4,7,5,5,2,3,2,4,5,1,1,5,3,5,5,1,1,12,38,12,8,40,12
1,0,0,5,5,4,4,4,1,4,2,2,3,2,3,3,3,4,3,5,3,4,4,4,4,4,3,3,3,1,1,3,2,1,4,4,0,8,11,9,9,11,2,4,3,3,2,4,4,1,4,0,0,0,1,0,0,0,5,3,1,1,1,4,5,5,5,3,2,4,3,4,3,5,2,2,3,5,4,5,3,4,5,6,5,16,48,11,23,32,22
0,0,0,5,4,5,4,4,5,1,1,2,2,1,4,3,1,4,6,3,5,5,4,5,5,5,5,5,4,4,3,5,4,3,4,5,0,6,8,6,7,10,3,4,3,2,2,4,4,3,4,0,0,0,1,0,0,0,3,1,3,1,1,1,1,4,1,1,1,4,2,4,4,5,5,1,3,5,4,5,1,3,1,5,1,28,37,9,27,43,15
1,1,0,4,3,2,1,4,5,2,2,2,3,3,4,4,2,2,1,4,2,3,2,4,3,2,3,3,2,1,1,3,2,1,3,3,0,11,11,11,11,11,2,3,3,3,1,2,2,2,2,0,0,1,0,1,0,1,2,5,3,2,4,5,6,3,4,2,2,5,3,4,1,3,3,4,2,4,2,4,4,5,5,1,5,14,55,16,19,24,22
0,1,0,1,2,3,1,2,2,2,2,1,3,1,2,3,1,5,6,4,4,5,4,5,5,4,5,5,4,2,1,1,4,1,4,4,0,11,11,8,8,11,3,3,3,1,3,4,4,1,3,0,0,1,0,1,0,1,1,3,4,1,4,2,5,3,3,1,2,3,2,6,2,4,2,4,5,4,2,3,1,4,1,1,5,17,49,13,11,41,15
0,0,0,4,3,2,1,2,5,4,2,1,3,1,4,3,2,10,10,3,4,3,5,3,3,5,3,3,3,4,4,4,3,2,4,5,0,8,8,6,7,6,4,2,2,1,1,4,4,4,2,0,0,0,1,0,0,0,1,1,2,1,2,5,4,6,4,3,1,2,4,5,3,5,2,1,2,4,2,3,2,5,5,6,5,26,35,7,17,32,20
1,1,1,3,2,3,1,3,3,3,3,2,3,2,2,3,1,6,5,4,3,3,3,4,4,4,4,3,3,4,4,3,3,3,3,4,0,7,7,9,6,8,3,3,3,1,1,3,3,3,3,0,0,0,1,0,0,0,2,3,2,1,1,4,4,2,3,2,2,2,3,1,3,4,5,2,2,3,3,5,3,3,1,1,1,24,37,9,15,31,19
1,0,1,3,4,2,2,3,3,3,2,2,3,2,2,3,3,4,6,2,2,2,2,3,3,3,3,3,3,3,4,4,3,2,4,4,0,6,5,2,3,3,2,3,3,2,1,4,4,4,2,0,0,0,1,0,0,0,4,4,4,3,3,5,4,3,3,3,4,5,7,6,1,4,2,5,5,2,4,3,5,5,5,5,5,24,19,18,17,24,20
1,1,0,4,3,3,2,2,3,1,1,1,2,1,1,2,1,7,7,4,5,5,5,5,5,3,4,4,4,4,5,5,5,3,5,5,0,8,6,2,2,6,3,3,3,3,1,4,4,3,3,0,0,0,1,0,0,0,3,1,1,1,1,4,2,4,5,3,1,1,7,1,4,5,3,3,4,4,4,5,2,3,1,5,1,32,24,7,17,40,10
0,0,0,3,3,3,1,3,3,3,3,3,3,3,3,3,2,5,5,3,1,2,1,1,2,2,2,2,2,1,1,1,-99,1,2,2,0,2,3,3,4,4,1,1,1,1,1,1,1,1,2,0,0,1,0,1,0,1,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,5,2,5,3,3,5,3,3,5,7,5,-99,16,15,16,15,23
0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,0,9,9,9,9,9,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,3,4,4,4,4,4,2,2,2,3,2,6,2,6,2,5,4,2,1,5,2,4,1,3,5,5,5,21,45,19,18,36,24
1,1,0,3,2,2,1,1,5,3,2,2,3,2,3,3,2,7,7,3,4,4,4,5,5,5,5,5,5,4,3,4,4,3,4,5,0,7,7,6,7,6,3,3,4,3,2,4,4,3,4,0,0,1,0,1,0,1,3,1,1,1,3,3,4,5,3,2,3,3,3,3,1,4,3,3,2,3,4,4,3,4,5,1,6,27,33,9,14,42,20
